s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
66,1,Distorting what?? The truth is that they are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.,0,RACISM,653,6,HS,session_1,reasons,Dialogconan
67,0,If you really wanted to preserve our beautiful land you could build a wall and bar OUR people from it. Sometimes I feel like UK citizens are the main cause of our problems.,0,RACISM,653,7,CN,session_1,reasons,Dialogconan
68,1,"Time to nuke the third world, these people haven't evolved and when they come here they cause nothing but trouble.",0,RACISM,2801,0,HS,session_3,reasons,Dialogconan
69,0,"Why would we nuke the third world? There's nothing to worry about them, they are not causing any trouble. They have the right to life as anyone else in the world.",0,RACISM,2801,1,CN,session_3,reasons,Dialogconan
70,1,"I don't know how the world could handle them, they're savages.",0,RACISM,2801,2,HS,session_3,reasons,Dialogconan
71,0,"We handle them because they're valuable citizens of the world, not savages. How would you like if someone threatened to ""nuke"" you because they don't like you?",0,RACISM,2801,3,CN,session_3,reasons,Dialogconan
72,1,"Immigrants are our enemies: they hate us, so they are not welcome here.",0,RACISM,2724,0,HS,session_3,reasons,Dialogconan
73,0,Immigrants are our brothers and sisters. We can't tolerate this kind of prejudice against them.,0,RACISM,2724,1,CN,session_3,reasons,Dialogconan
74,1,But we shouldn't allow migrants here because they are incompatible with the Constitution.,0,RACISM,2724,2,HS,session_3,reasons,Dialogconan
75,0,The Constitution guarantees equal rights for migrants and migrants follow our laws without problems.,0,RACISM,2724,3,CN,session_3,reasons,Dialogconan
76,1,What are you saying? Immigrants have no place in a modern democratic society.,0,RACISM,2724,4,HS,session_3,reasons,Dialogconan
77,0,Immigrants are already part of our society. We can't have democracy if we exclude them from it!,0,RACISM,2724,5,CN,session_3,reasons,Dialogconan
78,1,It's a disgrace that we have so many homeless veterans but we give free houses and stays in 4 star hotels to migrants who've just arrived here. They should go back where they came from.,0,RACISM,2776,0,HS,session_3,reasons,Dialogconan
79,0,"I understand your concern, because it's fair to help people in need, and migrants are in fact people in need. They are not given that much, though.",0,RACISM,2776,1,CN,session_3,reasons,Dialogconan
80,1,I just feel like it's a shame that some veterans are being kept behind bars or homeless because they don't have anything better to do. Less migrants would mean being able to help more of them.,0,RACISM,2776,2,HS,session_3,reasons,Dialogconan
81,0,"It doesn't work this way. We actually have the resources and homes to help everyone, but unfortunately there is a systematic problem in allocating these resources, which is not migrants' fault. We should all work together to help everyone.",0,RACISM,2776,3,CN,session_3,reasons,Dialogconan
82,1,"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",0,RACISM,46,0,HS,dialo_gold,emotions,Dialogconan
83,0,"There are so many white people on tv, if you think there isn't you're obviously not paying attention!",0,RACISM,46,1,CN,dialo_gold,reasons,Dialogconan
84,1,"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",0,RACISM,46,2,HS,dialo_gold,reasons,Dialogconan
85,0,"Just because there is more representation of ethnic minorities doesn’t mean there’s no white people, it’s just more proportional now. Other people being represented doesn’t mean white people are being ‘erased’ or ‘oppressed’, it just means the industry is more representative of what society actually looks like.",0,RACISM,46,3,CN,dialo_gold,reasons,Dialogconan
86,1,"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",0,RACISM,46,0,HS,dialo_gold,emotions,Dialogconan
87,0,"There are so many white people on tv, if you think there isn't you're obviously not paying attention!",0,RACISM,46,1,CN,dialo_gold,reasons,Dialogconan
88,1,"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",0,RACISM,46,2,HS,dialo_gold,reasons,Dialogconan
89,0,"Just because there is more representation of ethnic minorities doesn’t mean there’s no white people, it’s just more proportional now. Other people being represented doesn’t mean white people are being ‘erased’ or ‘oppressed’, it just means the industry is more representative of what society actually looks like.",0,RACISM,46,3,CN,dialo_gold,reasons,Dialogconan
90,1,"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",0,RACISM,46,0,HS,dialo_gold,emotions,Dialogconan
91,0,"There are so many white people on tv, if you think there isn't you're obviously not paying attention!",0,RACISM,46,1,CN,dialo_gold,reasons,Dialogconan
92,1,"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",0,RACISM,46,2,HS,dialo_gold,reasons,Dialogconan
93,0,"Just because there is more representation of ethnic minorities doesn’t mean there’s no white people, it’s just more proportional now. Other people being represented doesn’t mean white people are being ‘erased’ or ‘oppressed’, it just means the industry is more representative of what society actually looks like.",0,RACISM,46,3,CN,dialo_gold,reasons,Dialogconan
94,1,"Everywhere you look on tv now, white people are being erased. Every advert has mixed race families, openly promoting miscegenation, no white men anywhere. This is all part of their plan to decimate the white race.",0,RACISM,46,0,HS,dialo_gold,emotions,Dialogconan
95,0,"There are so many white people on tv, if you think there isn't you're obviously not paying attention!",0,RACISM,46,1,CN,dialo_gold,reasons,Dialogconan
96,1,"There’s so many more black and Asian people on tv now, it’s ridiculous, this is what they’re trying to make us think is ‘normal’.",0,RACISM,46,2,HS,dialo_gold,reasons,Dialogconan
97,0,"Just because there is more representation of ethnic minorities doesn’t mean there’s no white people, it’s just more proportional now. Other people being represented doesn’t mean white people are being ‘erased’ or ‘oppressed’, it just means the industry is more representative of what society actually looks like.",0,RACISM,46,3,CN,dialo_gold,reasons,Dialogconan
98,1,"Immigrants take our jobs, and our country is in danger because we let them.",0,RACISM,2308,0,HS,session_2,emotions,Dialogconan
99,0,Most immigrants are here legally and work for their families. It is necessary to accept people from every country instead of leaving out people in need because of their nationality.,0,RACISM,2308,1,CN,session_2,reasons,Dialogconan
100,1,If we accept everyone we won't have jobs anymore since immigrants steal ours,0,RACISM,2308,2,HS,session_2,emotions,Dialogconan
101,0,But many immigrants have started their own companies: it's the opposite of stealing jobs.,0,RACISM,2308,3,CN,session_2,reasons,Dialogconan
102,1,It's still stealing in my book since they will hire only other immigrants.,0,RACISM,2308,4,HS,session_2,None,Dialogconan
103,0,"This is not true. Anyone can be hired if they met the right criteria, and this includes immigrants who have a right to be and work here.",0,RACISM,2308,5,CN,session_2,reasons,Dialogconan
104,1,"Immigrants take our jobs, and our country is in danger because we let them.",0,RACISM,2308,0,HS,session_2,emotions,Dialogconan
105,0,Most immigrants are here legally and work for their families. It is necessary to accept people from every country instead of leaving out people in need because of their nationality.,0,RACISM,2308,1,CN,session_2,reasons,Dialogconan
106,1,If we accept everyone we won't have jobs anymore since immigrants steal ours,0,RACISM,2308,2,HS,session_2,emotions,Dialogconan
107,0,But many immigrants have started their own companies: it's the opposite of stealing jobs.,0,RACISM,2308,3,CN,session_2,reasons,Dialogconan
108,1,It's still stealing in my book since they will hire only other immigrants.,0,RACISM,2308,4,HS,session_2,None,Dialogconan
109,0,"This is not true. Anyone can be hired if they met the right criteria, and this includes immigrants who have a right to be and work here.",0,RACISM,2308,5,CN,session_2,reasons,Dialogconan
110,1,"Immigrants take our jobs, and our country is in danger because we let them.",0,RACISM,2308,0,HS,session_2,emotions,Dialogconan
111,0,Most immigrants are here legally and work for their families. It is necessary to accept people from every country instead of leaving out people in need because of their nationality.,0,RACISM,2308,1,CN,session_2,reasons,Dialogconan
112,1,If we accept everyone we won't have jobs anymore since immigrants steal ours,0,RACISM,2308,2,HS,session_2,emotions,Dialogconan
113,0,But many immigrants have started their own companies: it's the opposite of stealing jobs.,0,RACISM,2308,3,CN,session_2,reasons,Dialogconan
114,1,It's still stealing in my book since they will hire only other immigrants.,0,RACISM,2308,4,HS,session_2,None,Dialogconan
115,0,"This is not true. Anyone can be hired if they met the right criteria, and this includes immigrants who have a right to be and work here.",0,RACISM,2308,5,CN,session_2,reasons,Dialogconan
116,1,"Immigrants take our jobs, and our country is in danger because we let them.",0,RACISM,2308,0,HS,session_2,emotions,Dialogconan
117,0,Most immigrants are here legally and work for their families. It is necessary to accept people from every country instead of leaving out people in need because of their nationality.,0,RACISM,2308,1,CN,session_2,reasons,Dialogconan
118,1,If we accept everyone we won't have jobs anymore since immigrants steal ours,0,RACISM,2308,2,HS,session_2,emotions,Dialogconan
119,0,But many immigrants have started their own companies: it's the opposite of stealing jobs.,0,RACISM,2308,3,CN,session_2,reasons,Dialogconan
120,1,It's still stealing in my book since they will hire only other immigrants.,0,RACISM,2308,4,HS,session_2,None,Dialogconan
121,0,"This is not true. Anyone can be hired if they met the right criteria, and this includes immigrants who have a right to be and work here.",0,RACISM,2308,5,CN,session_2,reasons,Dialogconan
122,1,"The goods that England offers should belong to us. Not to people who do not contribute to the state
",0,RACISM,209,0,HS,dialo_gold,emotions,Dialogconan
123,0,"Our country offers enough homes for everyone. I also believe that being treated as a human being has always been pleasant. Don't they have the right?
",0,RACISM,209,1,CN,dialo_gold,reasons,Dialogconan
124,1,"I think it's unfair that they have our same rights .. if they want them, they must pay the taxes charged by the state. That's how it works


",0,RACISM,209,2,HS,dialo_gold,reasons,Dialogconan
125,0,Our country is the cause of many evils that still afflict poor countries. We have the duty to help them and take on our responsibilities.,0,RACISM,209,3,CN,dialo_gold,emotions,Dialogconan
126,1,"The goods that England offers should belong to us. Not to people who do not contribute to the state
",0,RACISM,209,0,HS,dialo_gold,emotions,Dialogconan
127,0,"Our country offers enough homes for everyone. I also believe that being treated as a human being has always been pleasant. Don't they have the right?
",0,RACISM,209,1,CN,dialo_gold,reasons,Dialogconan
128,1,"I think it's unfair that they have our same rights .. if they want them, they must pay the taxes charged by the state. That's how it works


",0,RACISM,209,2,HS,dialo_gold,reasons,Dialogconan
129,0,Our country is the cause of many evils that still afflict poor countries. We have the duty to help them and take on our responsibilities.,0,RACISM,209,3,CN,dialo_gold,emotions,Dialogconan
130,1,"The goods that England offers should belong to us. Not to people who do not contribute to the state
",0,RACISM,209,0,HS,dialo_gold,emotions,Dialogconan
131,0,"Our country offers enough homes for everyone. I also believe that being treated as a human being has always been pleasant. Don't they have the right?
",0,RACISM,209,1,CN,dialo_gold,reasons,Dialogconan
132,1,"I think it's unfair that they have our same rights .. if they want them, they must pay the taxes charged by the state. That's how it works


",0,RACISM,209,2,HS,dialo_gold,reasons,Dialogconan
133,0,Our country is the cause of many evils that still afflict poor countries. We have the duty to help them and take on our responsibilities.,0,RACISM,209,3,CN,dialo_gold,emotions,Dialogconan
134,1,"The goods that England offers should belong to us. Not to people who do not contribute to the state
",0,RACISM,209,0,HS,dialo_gold,emotions,Dialogconan
135,0,"Our country offers enough homes for everyone. I also believe that being treated as a human being has always been pleasant. Don't they have the right?
",0,RACISM,209,1,CN,dialo_gold,reasons,Dialogconan
136,1,"I think it's unfair that they have our same rights .. if they want them, they must pay the taxes charged by the state. That's how it works


",0,RACISM,209,2,HS,dialo_gold,reasons,Dialogconan
137,0,Our country is the cause of many evils that still afflict poor countries. We have the duty to help them and take on our responsibilities.,0,RACISM,209,3,CN,dialo_gold,emotions,Dialogconan
138,1,"Part of the funds are also ours then, if that isn't economic support...",0,RACISM,2111,0,HS,session_2,reasons,Dialogconan
139,0,"The estimated cost of immigration in the latest financial document, published last April about the figures of 2017, is about 4.4 billion euro, which is only 0.26% of Italian GDP and around 0.5% of public spending. Therefore, 99.5% of public funds are used for other purposes.",0,RACISM,2111,1,CN,session_2,reasons,Dialogconan
140,1,We are forced to economically support all of the so called 'asylum seeker',0,RACISM,2111,2,HS,session_2,emotions,Dialogconan
141,0,"At the moment, migrants contribute to the pension system by paying taxes. And since most will likely go back home, they will probably not even enjoy the pension they pay for.",0,RACISM,2111,3,CN,session_2,reasons,Dialogconan
142,1,And until then they leech off our money...,0,RACISM,2111,4,HS,session_2,emotions,Dialogconan
143,0,"The EU's is our main source of funding, we don't maintain them.",0,RACISM,2111,5,CN,session_2,reasons,Dialogconan
144,1,"Part of the funds are also ours then, if that isn't economic support...",0,RACISM,2111,0,HS,session_2,reasons,Dialogconan
145,0,"The estimated cost of immigration in the latest financial document, published last April about the figures of 2017, is about 4.4 billion euro, which is only 0.26% of Italian GDP and around 0.5% of public spending. Therefore, 99.5% of public funds are used for other purposes.",0,RACISM,2111,1,CN,session_2,reasons,Dialogconan
146,1,We are forced to economically support all of the so called 'asylum seeker',0,RACISM,2111,2,HS,session_2,emotions,Dialogconan
147,0,"At the moment, migrants contribute to the pension system by paying taxes. And since most will likely go back home, they will probably not even enjoy the pension they pay for.",0,RACISM,2111,3,CN,session_2,reasons,Dialogconan
148,1,And until then they leech off our money...,0,RACISM,2111,4,HS,session_2,emotions,Dialogconan
149,0,"The EU's is our main source of funding, we don't maintain them.",0,RACISM,2111,5,CN,session_2,reasons,Dialogconan
150,1,"Part of the funds are also ours then, if that isn't economic support...",0,RACISM,2111,0,HS,session_2,reasons,Dialogconan
151,0,"The estimated cost of immigration in the latest financial document, published last April about the figures of 2017, is about 4.4 billion euro, which is only 0.26% of Italian GDP and around 0.5% of public spending. Therefore, 99.5% of public funds are used for other purposes.",0,RACISM,2111,1,CN,session_2,reasons,Dialogconan
152,1,We are forced to economically support all of the so called 'asylum seeker',0,RACISM,2111,2,HS,session_2,emotions,Dialogconan
153,0,"At the moment, migrants contribute to the pension system by paying taxes. And since most will likely go back home, they will probably not even enjoy the pension they pay for.",0,RACISM,2111,3,CN,session_2,reasons,Dialogconan
154,1,And until then they leech off our money...,0,RACISM,2111,4,HS,session_2,emotions,Dialogconan
155,0,"The EU's is our main source of funding, we don't maintain them.",0,RACISM,2111,5,CN,session_2,reasons,Dialogconan
156,1,"Part of the funds are also ours then, if that isn't economic support...",0,RACISM,2111,0,HS,session_2,reasons,Dialogconan
157,0,"The estimated cost of immigration in the latest financial document, published last April about the figures of 2017, is about 4.4 billion euro, which is only 0.26% of Italian GDP and around 0.5% of public spending. Therefore, 99.5% of public funds are used for other purposes.",0,RACISM,2111,1,CN,session_2,reasons,Dialogconan
158,1,We are forced to economically support all of the so called 'asylum seeker',0,RACISM,2111,2,HS,session_2,emotions,Dialogconan
159,0,"At the moment, migrants contribute to the pension system by paying taxes. And since most will likely go back home, they will probably not even enjoy the pension they pay for.",0,RACISM,2111,3,CN,session_2,reasons,Dialogconan
160,1,And until then they leech off our money...,0,RACISM,2111,4,HS,session_2,emotions,Dialogconan
161,0,"The EU's is our main source of funding, we don't maintain them.",0,RACISM,2111,5,CN,session_2,reasons,Dialogconan
162,1,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0,RACISM,113,0,HS,dialo_gold,emotions,Dialogconan
163,0,"I don't think that's true, some newspapers have referred to these areas as 'no go' areas but there's nothing to suggest anything would happen if you as a white person went there.",0,RACISM,113,1,CN,dialo_gold,credibility,Dialogconan
164,1,You don't know what they might do to you if they're not used to whites being on their turf.,0,RACISM,113,2,HS,dialo_gold,emotions,Dialogconan
165,0,"The only thing standing in your way of going to this areas is misplaced fear. Asian communities aren't violent or unwelcoming, they're just communities.",0,RACISM,113,3,CN,dialo_gold,reasons,Dialogconan
166,1,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0,RACISM,113,0,HS,dialo_gold,emotions,Dialogconan
167,0,"I don't think that's true, some newspapers have referred to these areas as 'no go' areas but there's nothing to suggest anything would happen if you as a white person went there.",0,RACISM,113,1,CN,dialo_gold,credibility,Dialogconan
168,1,You don't know what they might do to you if they're not used to whites being on their turf.,0,RACISM,113,2,HS,dialo_gold,emotions,Dialogconan
169,0,"The only thing standing in your way of going to this areas is misplaced fear. Asian communities aren't violent or unwelcoming, they're just communities.",0,RACISM,113,3,CN,dialo_gold,reasons,Dialogconan
170,1,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0,RACISM,113,0,HS,dialo_gold,emotions,Dialogconan
171,0,"I don't think that's true, some newspapers have referred to these areas as 'no go' areas but there's nothing to suggest anything would happen if you as a white person went there.",0,RACISM,113,1,CN,dialo_gold,credibility,Dialogconan
172,1,You don't know what they might do to you if they're not used to whites being on their turf.,0,RACISM,113,2,HS,dialo_gold,emotions,Dialogconan
173,0,"The only thing standing in your way of going to this areas is misplaced fear. Asian communities aren't violent or unwelcoming, they're just communities.",0,RACISM,113,3,CN,dialo_gold,reasons,Dialogconan
174,1,"There are some towns that are 'no go' areas for whites now because the Asian population is so big, this is meant to be the UK, not Pakistan!",0,RACISM,113,0,HS,dialo_gold,emotions,Dialogconan
175,0,"I don't think that's true, some newspapers have referred to these areas as 'no go' areas but there's nothing to suggest anything would happen if you as a white person went there.",0,RACISM,113,1,CN,dialo_gold,credibility,Dialogconan
176,1,You don't know what they might do to you if they're not used to whites being on their turf.,0,RACISM,113,2,HS,dialo_gold,emotions,Dialogconan
177,0,"The only thing standing in your way of going to this areas is misplaced fear. Asian communities aren't violent or unwelcoming, they're just communities.",0,RACISM,113,3,CN,dialo_gold,reasons,Dialogconan
178,1,The phrase 'black lives matter' suggests racial superiority. It excludes the importance of anyone elses life. This is racism defined. We cannot bow down to these racists.,0,RACISM,205,0,HS,dialo_gold,emotions,Dialogconan
179,0,Saying one thing matters does not insinuate that other things do not matter. You can care about and value more than one thing at once.,0,RACISM,205,1,CN,dialo_gold,reasons,Dialogconan
180,1,What do the 'black lives matter' protesters do to show that they support white lives too?,0,RACISM,205,2,HS,dialo_gold,None,Dialogconan
181,0,"Their purpose is to protest against anti-black racism, they don't need to show they care about white lives too. White lives mattering is implied in the structural privilege afforded to white people.",0,RACISM,205,3,CN,dialo_gold,reasons,Dialogconan
182,1,"So they don't care about white lives?? Just what I said, they're racist.",0,RACISM,205,4,HS,dialo_gold,emotions,Dialogconan
183,0,Single issue campaign groups don't have to prove they care about everyone else. This is like asking LGBT organisations what they do to advocate for straight people. They don't need to because straight people are accepted in society and don't face a disadvantage caused by their straightness.,0,RACISM,205,5,CN,dialo_gold,reasons,Dialogconan
184,1,The phrase 'black lives matter' suggests racial superiority. It excludes the importance of anyone elses life. This is racism defined. We cannot bow down to these racists.,0,RACISM,205,0,HS,dialo_gold,emotions,Dialogconan
185,0,Saying one thing matters does not insinuate that other things do not matter. You can care about and value more than one thing at once.,0,RACISM,205,1,CN,dialo_gold,reasons,Dialogconan
186,1,What do the 'black lives matter' protesters do to show that they support white lives too?,0,RACISM,205,2,HS,dialo_gold,None,Dialogconan
187,0,"Their purpose is to protest against anti-black racism, they don't need to show they care about white lives too. White lives mattering is implied in the structural privilege afforded to white people.",0,RACISM,205,3,CN,dialo_gold,reasons,Dialogconan
