s,ntype,text,TARGET,TARGET_ORIGINAL,dialogue_id,turn_id,type,source,persuasion,sourcedata
59,0,"They are not incompatible if you understand what ""tolerant and diverse Britain"" means. There are Muslims in our country and we should be able to live side by side as equals, regardless of religion.",1,RELIGIOUS,632,1,CN,session_1,reasons,DialogConan
60,0,"In fact, a large proportion of Muslims live in peaceful co-existence with British society. The alleged association between Islam and terrorism is groundless.",1,RELIGIOUS,632,3,CN,session_1,reasons,DialogConan
61,1,"We can never live in peace with Muslims, Islam is dangerous: it is a cult of terrorism.",1,RELIGIOUS,632,2,HS,session_1,reasons,DialogConan
62,1,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,1,RELIGIOUS,2154,0,HS,session_2,reasons,DialogConan
63,0,"If being a Jew means to redistribute the wealth to the poor, then I want to be Jewish too! ",1,RELIGIOUS,2154,1,CN,session_2,reasons,DialogConan
64,1,"Very funny, but I don't think you want to be as racist as Jews: they want to preserve their own race and purity of their own blood. This is why many people are banned from entering Israel.",1,RELIGIOUS,2154,2,HS,session_2,reasons,DialogConan
65,0,"Israelis have a diverse background and are proud of it. Many of them live in other countries, even in Africa, Asia and America. It's not a ""pure race"" at all.",1,RELIGIOUS,2154,3,CN,session_2,reasons,DialogConan
66,1,"Jews can't mix with other people, their physical nature is too different from ours. “Jewishness” and malevolence is inherited through blood.",1,RELIGIOUS,2154,4,HS,session_2,credibility,DialogConan
67,0,"How does a Jew look like, then? What's their ""physical nature""? A black person or an Asian could be a Jew, Christian people may change religion and become Jewish. Don't you see that blood, religion and malevolence have nothing to do with one another?",1,RELIGIOUS,2154,5,CN,session_2,reasons,DialogConan
68,1,"Jews control Hollywood, they own most banks, and they own most corporations.",1,RELIGIOUS,2161,0,HS,session_2,None,DialogConan
69,0,"We should actually praise Jews because thanks to their innovation and investment, the industry has thrived. Instead they are victims of discrimination and exclusion, which isn't fair.",1,RELIGIOUS,2161,1,CN,session_2,reasons,DialogConan
70,1,"I don't see any diversity since Jews control everything, the academia, the media etc.",1,RELIGIOUS,2161,2,HS,session_2,reasons,DialogConan
71,0,"Many other groups have hands in the system, not only Jews. This is because the freedom of press allows any religious group to have their media.",1,RELIGIOUS,2161,3,CN,session_2,reasons,DialogConan
72,1,I don't want to praise the people that control Hollywood.,1,RELIGIOUS,2161,4,HS,session_2,reasons,DialogConan
73,0,"Jews don't control Hollywood. But when they work in the movie industry, they bring new and diverse ideas.",1,RELIGIOUS,2161,5,CN,session_2,reasons,DialogConan
74,1,The ideology of National Socialism is nothing to be ashamed of.,1,RELIGIOUS,2092,0,HS,session_2,None,DialogConan
75,0,"National Socialism is an exploitative, criminal and barbaric ideology which has killed millions.",1,RELIGIOUS,2092,1,CN,session_2,reasons,DialogConan
76,1,Jews are way more exploitative than National Socialism. They are not part of our country and should be ashamed of themselves.,1,RELIGIOUS,2092,2,HS,session_2,reasons,DialogConan
77,0,"Many Jews are very proud of being British, and I don't understand why they shouldn't be proud of being Jewish too",1,RELIGIOUS,2092,3,CN,session_2,emotions,DialogConan
78,1,We don't need British Jews! They have no place here.,1,RELIGIOUS,2092,4,HS,session_2,reasons,DialogConan
79,0,"Jews were born in this land like you and me, they are fellow citizens. You can found your own nation if you want to make a ""better society"" and ""better religion"".",1,RELIGIOUS,2092,5,CN,session_2,credibility,DialogConan
80,1,"Jews love to play the victim. They still rinse the holocaust for pity even today, when it happened almost a century ago.",1,RELIGIOUS,106,0,HS,dialo_gold,reasons,DialogConan
81,0,"Well the holocaust was horrific on a monumental scale, and it's effects are still felt today. I wouldn't say that's 'playing the victim', I'd say there's a legacy of anti-semitism left from it that we still have to address.",1,RELIGIOUS,106,1,CN,dialo_gold,credibility,DialogConan
82,1,"That's rubbish, there isn't 'anti-semitism' today, this isn't Nazi Germany. They just want attention when they complain about being targeted and 'oppressed'.",1,RELIGIOUS,106,2,HS,dialo_gold,reasons,DialogConan
83,0,"You are literally being anti-Semitic right now. If you need evidence that it exists today, read back your own tweets.",1,RELIGIOUS,106,3,CN,dialo_gold,reasons,DialogConan
84,1,"Jews are so greedy, they're always thinking about money",1,RELIGIOUS,30,0,HS,dialo_gold,None,DialogConan
85,0,That's a sweeping generalisation and an incorrect stereotype. You can't tar all Jewish people with the same brush! There's also a lot of 'greedy' people who aren't Jewish,1,RELIGIOUS,30,1,CN,dialo_gold,reasons,DialogConan
86,1,I've never met a Jew who wasn't greedy,1,RELIGIOUS,30,2,HS,dialo_gold,None,DialogConan
87,0,"From the way you're talking, it sounds like you haven't met many Jewish people at all. Maybe you need to interact with more people who are different from you, to understand their perspectives.",1,RELIGIOUS,30,3,CN,dialo_gold,credibility,DialogConan
88,1,Jews are a curse to this world and should be exterminated.,1,RELIGIOUS,778,0,HS,session_1,None,DialogConan
89,0,Jews are not a curse to this world. Look at the number of Nobel Prizes they have won! One out of five awarded people is Jewish.,1,RELIGIOUS,778,1,CN,session_1,reasons,DialogConan
90,1,Isn't that the proof that Jews secretly control the world?,1,RELIGIOUS,778,2,HS,session_1,None,DialogConan
91,0,"if Jews really ran or controlled the world, how is it possible that they have been systematically persecuted over the last several thousand years? Weird notion of control...",1,RELIGIOUS,778,3,CN,session_1,reasons,DialogConan
92,1,Their secret plot to take over the world was obviously set in motion after the prosecution...,1,RELIGIOUS,778,4,HS,session_1,reasons,DialogConan
93,0,"Conspiracy theories are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been run according to a Jewish plan, and therefore it is highly unlikely that this would ever happen.",1,RELIGIOUS,778,5,CN,session_1,reasons,DialogConan
94,1,"That is not true. It is well known that Jewish power structures control Congress, control the media, control academia. Jews are the only people who can get anything done.",1,RELIGIOUS,2153,0,HS,session_2,reasons,DialogConan
95,0,Jews try to influence the world in a positive way just as everyone else is doing. I don't see any evidence to suggest that they are the most powerful people in the world.,1,RELIGIOUS,2153,1,CN,session_2,credibility,DialogConan
96,1,The proof is that they have controlled the world for ages.,1,RELIGIOUS,2153,2,HS,session_2,reasons,DialogConan
97,0,"How would you explain the systematic persecution they have faced in history? If they controlled the world, they wouldn't have to suffer, right?",1,RELIGIOUS,2153,3,CN,session_2,reasons,DialogConan
98,1,Jews have a secret plot to take over the world,1,RELIGIOUS,2153,4,HS,session_2,None,DialogConan
99,0,"Even though Jews have always been the target of criticism because of an alleged secret conspiracy, they are a diverse and inclusive people. The idea of them carrying out such a conspiracy doesn't hold up.",1,RELIGIOUS,2153,5,CN,session_2,credibility,DialogConan
100,1,"Jews control the banks, the highest offices of government, and most churches. They rule our society.",1,RELIGIOUS,2203,0,HS,session_2,None,DialogConan
101,0,"Every religion has a political side: Unitarinism, Buddhism, and of course Judaism.",1,RELIGIOUS,2203,1,CN,session_2,reasons,DialogConan
102,1,"Yes, but Jews take it to the extreme. They own most corporations and banks. They own most movie studios and cable companies.",1,RELIGIOUS,2203,2,HS,session_2,reasons,DialogConan
103,0,"That's not true. It is true that Jews have made many contributions to various industries, but so have done other people, and this doesn't mean that they own anything. Why should we criticize them for their contribution? Just because they are Jews?",1,RELIGIOUS,2203,3,CN,session_2,reasons,DialogConan
104,1,The Holocaust never happened. Jews are an inferior race and can't be part of European countries.,1,RELIGIOUS,2156,0,HS,session_2,reasons,DialogConan
105,0,"There's no doubt whatsoever that the Holocaust happened with an estimated six million Jews being killed during the Nazi occupation. And Jewish communities have always been a part of Europe, what can't be a part of Europe is prejudice and discrimination against them.",1,RELIGIOUS,2156,1,CN,session_2,reasons,DialogConan
106,1,The Holocaust was an inside job and the CIA played a huge part in making us believe it truly happened.,1,RELIGIOUS,2156,2,HS,session_2,reasons,DialogConan
107,0,"Despite the physical evidence of mass murder, these beliefs have been transmitted down to the masses. I think the problem is that there is a wound from the past that can be exploited in dangerous conspiracy theories like this one.",1,RELIGIOUS,2156,3,CN,session_2,reasons,DialogConan
108,1,"Even if the Holocaust really did happen, the Jews and their religion are a problem and they still hurting us! They slow the progress by working very bad in the jobs we let them.",1,RELIGIOUS,2156,4,HS,session_2,reasons,DialogConan
109,0,"So, what you're saying is that that Jews are a burden on society, that they are just bad at their jobs and make our society unstable. Of course they're a burden and a hindrance to progress! Albert Einstein has clearly destroyed science",1,RELIGIOUS,2156,5,CN,session_2,reasons,DialogConan
110,1,Muslims want to make it mandatory for women to wear the burqa! They don’t respect our way of life.,1,RELIGIOUS,129,0,HS,dialo_gold,reasons,DialogConan
111,0,"No, Muslims don’t care what other people are doing, they just want to be able to follow their religion in peace, where did you hear that?",1,RELIGIOUS,129,1,CN,dialo_gold,reasons,DialogConan
112,1,"There are loads of articles about it, they want to enforce sharia everywhere.",1,RELIGIOUS,129,2,HS,dialo_gold,reasons,DialogConan
113,0,"I question how reliable those articles are, make sure you fact check things like this before repeating it!",1,RELIGIOUS,129,3,CN,dialo_gold,reasons,DialogConan
114,1,Has anyone read all the stuff about the Jewish paedophile ring that controls our country? Can't believe some people think jews are 'persecuted'...,1,RELIGIOUS,52,0,HS,dialo_gold,reasons,DialogConan
115,0,Where did you read this? This sounds like it could be harmful misinformation spread to encourage hate towards Jewish people,1,RELIGIOUS,52,1,CN,dialo_gold,reasons,DialogConan
116,1,"There's a blog that posts a lot about it, you should check it out, it's insane what's going on...",1,RELIGIOUS,52,2,HS,dialo_gold,reasons,DialogConan
117,0,"Be careful when getting your news from 'blogs', they can be very unreliable, and are somethings just one persons opinions or theories, some of which are not backed up by evidence!",1,RELIGIOUS,52,3,CN,dialo_gold,credibility,DialogConan
118,1,"Jews control the financial world, Hollywood, academia, and most importantly: government.",1,RELIGIOUS,827,0,HS,session_1,credibility,DialogConan
119,0,"Even if Jews controlled the financial world, Hollywood, academia, and the whole solar system, it doesn't mean they are evil, privileged, or greedy people. Do you have any evidence for your statement?",1,RELIGIOUS,827,1,CN,session_1,reasons,DialogConan
120,1,"Jews think they are better than everyone else, so they are terrible people.",1,RELIGIOUS,827,2,HS,session_1,credibility,DialogConan
121,0,Jews are proud of their culture and identity. Doesn't this apply to every religion?,1,RELIGIOUS,827,3,CN,session_1,credibility,DialogConan
122,1,"Yes, but it is okay to discriminate against Jews.",1,RELIGIOUS,827,4,HS,session_1,reasons,DialogConan
123,0,"If you feel like acting that way towards people because of what they believe in, then you should go back to your beliefs and ask yourself if you'd like to be discriminated against for them. What is your opinion on that now?",1,RELIGIOUS,827,5,CN,session_1,credibility,DialogConan
124,1,Why don’t all these Muslim refugees go to other wonderful Muslim countries? Am I missing something?,1,RELIGIOUS,28,0,HS,dialo_gold,emotions,DialogConan
125,0,"Actually, Muslim countries like Turkey, Pakistan, and Jordan take more refugees than any other countries. The percentage of refugees that come to the UK is tiny in comparison to the full amount of displaced people from conflicts in Syria, Afghanistan, etc.",1,RELIGIOUS,28,1,CN,dialo_gold,reasons,DialogConan
126,1,"Why do we have so many coming here across the channel then? We’re full, there’s no room for them here.",1,RELIGIOUS,28,2,HS,dialo_gold,reasons,DialogConan
127,0,"The number of displaced people is very high right now, and just as other countries are doing, we need to take our fair share. I would argue we definitely have a responsibility, especially since the UK has played a part in some of the conflicts that displaced them.",1,RELIGIOUS,28,3,CN,dialo_gold,reasons,DialogConan
128,1,How is it our fault if there’s a war in some third world country?,1,RELIGIOUS,28,4,HS,dialo_gold,None,DialogConan
129,0,UK manufacturers profit from selling military equipment and weapons to these countries. The least we can do is help people who are fleeing violence there.,1,RELIGIOUS,28,5,CN,dialo_gold,reasons,DialogConan
130,1,"Muslims are not welcome here, they are only an obstacle to our success.",1,RELIGIOUS,2100,0,HS,session_2,emotions,DialogConan
131,0,"There is strength in diversity, not weakness, don't you think?",1,RELIGIOUS,2100,1,CN,session_2,reasons,DialogConan
132,1,"Strength? Every Muslim is a potential terrorist, where's the strength in that.",1,RELIGIOUS,2100,2,HS,session_2,emotions,DialogConan
133,0,"The real act of terror is the attempt to ban, isolate or criminalise Muslim people.",1,RELIGIOUS,2100,3,CN,session_2,reasons,DialogConan
134,1,"Terrorism is also an act of terror, we should ban all Muslims to prevent it!",1,RELIGIOUS,2100,4,HS,session_2,emotions,DialogConan
135,0,"Then we should also ban alcohol, tobacco and certain medical producst, shouldn't we?",1,RELIGIOUS,2100,5,CN,session_2,credibility,DialogConan
136,1,Muslims are simply not welcome in our country.,1,RELIGIOUS,2100,6,HS,session_2,emotions,DialogConan
137,0,"I don't know what you mean, Muslims are welcome here. We're all in this together.",1,RELIGIOUS,2100,7,CN,session_2,emotions,DialogConan
138,1,Islam is a disease that is sickening our children.,1,RELIGIOUS,2165,0,HS,session_2,emotions,DialogConan
139,0,"The only thing I think is a disease to you is an allergy to the word ""mosque.""",1,RELIGIOUS,2165,1,CN,session_2,credibility,DialogConan
140,1,"Islam is an ideology that promotes rape and torture of women and children, it's only natural that I find it sick!",1,RELIGIOUS,2165,2,HS,session_2,reasons,DialogConan
141,0,That's not true. The Qur'an bans torture and rape of women and children.,1,RELIGIOUS,2165,3,CN,session_2,credibility,DialogConan
142,1,The holocaust never happened. It's all a lie to make people feel sorry for Jews.,1,RELIGIOUS,72,0,HS,dialo_gold,reasons,DialogConan
143,0,"There's lots of evidence that the holocaust happened, survivors, concentration camps, documents, millions of lives ended. How can you say it never happened when there's so much evidence to show that it did?",1,RELIGIOUS,72,1,CN,dialo_gold,reasons,DialogConan
144,1,"That's all fabricated, I've been reading about it and it can all be explained.",1,RELIGIOUS,72,2,HS,dialo_gold,reasons,DialogConan
145,0,"What about the 6 million people that died? The Jewish population wasn't decimated for no reason, there was a genocide. To deny this is ignorant and insulting.",1,RELIGIOUS,72,3,CN,dialo_gold,reasons,DialogConan
146,1,Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this?,1,RELIGIOUS,157,0,HS,dialo_gold,reasons,DialogConan
147,0,So you’re blaming this hate crime on the fact that Muslims... exist?,1,RELIGIOUS,157,1,CN,dialo_gold,reasons,DialogConan
148,1,"Making us accept multiculturalism without our consent has made people angry, they are taking out their frustration.",1,RELIGIOUS,157,2,HS,dialo_gold,reasons,DialogConan
149,0,"I don’t know what you mean by ‘without our consent’ because multiculturalism is a broad and vague concept, not one policy the government could ask people about. But still, no one deserves to be targeted like this, everyone should feel safe in their own community and place of worship.",1,RELIGIOUS,157,3,CN,dialo_gold,credibility,DialogConan
150,1,"Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please.",1,RELIGIOUS,159,0,HS,dialo_gold,reasons,DialogConan
151,0,What regulation would you suggest? And for what reason?,1,RELIGIOUS,159,1,CN,dialo_gold,reasons,DialogConan
152,1,"They’re not allowed to take sniffer dogs in there, who knows what could be being plotted in some of the more extreme ones.",1,RELIGIOUS,159,2,HS,dialo_gold,credibility,DialogConan
153,0,"It’s a bit of an unfair generalisation to suggest criminal or terrorist activity is being planned in lots of mosques. Yes, there have been instances of this, but to put all mosques under surveillance is unnecessary and hostile.",1,RELIGIOUS,159,3,CN,dialo_gold,credibility,DialogConan
154,1,So you’d rather they are allowed to plot the next big terror attack undisturbed?,1,RELIGIOUS,159,4,HS,dialo_gold,reasons,DialogConan
155,0,"No, I’m just saying there is extremism in all religions and ideologies, to only check mosques for this is discriminatory. The vast majority of Muslims condemn this activity too.",1,RELIGIOUS,159,5,CN,dialo_gold,reasons,DialogConan
156,1,"Maybe, but no other religion staged being killed. Jews allegedly deported in concentration camps were just actors hired to discredit Nazis.",1,RELIGIOUS,2235,0,HS,session_2,reasons,DialogConan
157,0,Can you tell us which Jewish people surviving from a concentration camp are actors?,1,RELIGIOUS,2235,1,CN,session_2,None,DialogConan
158,1,Jews insists that they are a peculiar people in need of a special treatment.,1,RELIGIOUS,2235,2,HS,session_2,emotions,DialogConan
159,0,What do you mean by it? Every religion has sects and beliefs.,1,RELIGIOUS,2235,3,CN,session_2,emotions,DialogConan
160,1,I don't need evidence to say that Sharia law is a perversion and we will not accept it in UK.,1,RELIGIOUS,2168,0,HS,session_2,reasons,DialogConan
161,0,"Well, the UK government doesn't accept sharia law, so...",1,RELIGIOUS,2168,1,CN,session_2,reasons,DialogConan
162,1,"All versions of Islam have Sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",1,RELIGIOUS,2168,2,HS,session_2,credibility,DialogConan
163,0,Do you have any evidence to prove the extreme thing you're saying?,1,RELIGIOUS,2168,3,CN,session_2,reasons,DialogConan
164,1,Jews are useless. The only thing they did was awful. International Jewry is responsible for 9/11.,1,RELIGIOUS,2671,0,HS,session_3,emotions,DialogConan
165,0,"Those that were responsible for 9/11, are not Jews. Jews have always contributed to the world in a meaningful way. It's unacceptable to blame them for something they didn't do.",1,RELIGIOUS,2671,1,CN,session_3,reasons,DialogConan
166,1,"Jews are a burden to society, they are not that important.",1,RELIGIOUS,2671,2,HS,session_3,None,DialogConan
167,0,Jews are not a burden to society. They are valuable citizens who work hard alongside everyone else to make this country better.,1,RELIGIOUS,2671,3,CN,session_3,credibility,DialogConan
168,1,Halal slaughter is a barbaric and cruel practice and should be banned! Why does the meat industry pander to the whims of Islamists?,1,RELIGIOUS,128,0,HS,dialo_gold,reasons,DialogConan
169,0,If you’re against halal slaughter I assume you’re against all animal cruelty and slaughter?,1,RELIGIOUS,128,1,CN,dialo_gold,emotions,DialogConan
170,1,"No halal is extremely cruel, if we just slaughtered animals in the ways we usually do, with stunning, it would be much kinder, but halal meat is everywhere now because of the influence of Islam.",1,RELIGIOUS,128,2,HS,dialo_gold,reasons,DialogConan
171,0,"If you’re against halal meat but not against the cruelty in non-halal slaughter (animals being abused by workers, being kept in squalid conditions etc) then I think it sounds like your problem is with Islam, not with the meat industry.",1,RELIGIOUS,128,3,CN,dialo_gold,credibility,DialogConan
172,1,Jews work in finance to purposely keeping America down.,1,RELIGIOUS,2837,0,HS,session_3,reasons,DialogConan
173,0,"I don't think this is true, most financial institutions are run by Americans and Europeans, Jews are a minority.",1,RELIGIOUS,2837,1,CN,session_3,reasons,DialogConan
174,1,"You do realize that Jewish money is the majority in most banks, right? Most banks are run by Jewish people.",1,RELIGIOUS,2837,2,HS,session_3,credibility,DialogConan
175,0,"Many banks are run by Jews, but how does that make Jewish businesses bad? Anyone can open their own business in our country, it's not against the law and it's in their right.",1,RELIGIOUS,2837,3,CN,session_3,credibility,DialogConan
176,1,Muslim are ilnesses carriers. These people are sick in their DNA. They should be isolated.,1,RELIGIOUS,2120,0,HS,session_2,reasons,DialogConan
177,0,"The health condition differences in the countries with the largest Muslim population, which are 48 out of the 190 World Health Organisation member states, are tied to the use of clean water, which is often not available there, so the problem does not relate to DNA.",1,RELIGIOUS,2120,1,CN,session_2,reasons,DialogConan
178,1,"Muslim folks are different from us anyway, and should be isolated for this.",1,RELIGIOUS,2120,2,HS,session_2,emotions,DialogConan
179,0,"It is the same for any race, religion, ethnicity, or national identity. We should not fear differences but strive for equality of opportunity.",1,RELIGIOUS,2120,3,CN,session_2,credibility,DialogConan
